,JOGO,TIMESTEPS,TIME,STATES,REWARDS,STATES_REWARDS,TOTAL REWARDS,Vtable,Qtable
0,0,93,1.3827323913574219,"[(0, 0), (0, 0), (0, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 3), (0, 2), (1, 2), (1, 1), (0, 1), (0, 0), (0, 1), (0, 1), (0, 0), (1, 0), (2, 0), (3, 0), (3, 1), (3, 0), (3, 0), (4, 0), (4, 0), (4, 0), (4, 0), (3, 0), (3, 0), (3, 1), (4, 1), (4, 1), (4, 2), (4, 3), (4, 4), (4, 4), (3, 4), (2, 4), (2, 4), (3, 4), (2, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (4, 4), (3, 4), (3, 3), (4, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (3, 3), (2, 3), (2, 3), (1, 3), (0, 3), (0, 3), (0, 2), (0, 1), (1, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 1), (0, 1), (1, 1), (1, 0), (2, 0), (2, 1), (2, 0), (2, 1), (2, 1), (2, 0), (2, 1), (2, 1), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (3, 2)]","[0.0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.35886526629913745, 0.639497904545063, 0.6331029254996122, 0, 0.62050417728217, 0.3412772975051935, 0, 0, 0, 0, 0.584192365531562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28195259522619376, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20034232647577027]","[((0, 0), 0.0), ((0, 0), 0), ((0, 1), 0.0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 1), 0), ((0, 2), 0.0), ((0, 3), 0.0), ((0, 3), 0), ((0, 2), 0), ((1, 2), 0.0), ((1, 1), 0.0), ((0, 1), 0), ((0, 0), 0), ((0, 1), 0), ((0, 1), 0), ((0, 0), 0), ((1, 0), 0.0), ((2, 0), 0.0), ((3, 0), 0.0), ((3, 1), 0.0), ((3, 0), 0), ((3, 0), 0), ((4, 0), 0.0), ((4, 0), 0), ((4, 0), 0), ((4, 0), 0), ((3, 0), 0), ((3, 0), 0), ((3, 1), 0), ((4, 1), 0.0), ((4, 1), 0), ((4, 2), 0.35886526629913745), ((4, 3), 0.639497904545063), ((4, 4), 0.6331029254996122), ((4, 4), 0), ((3, 4), 0.62050417728217), ((2, 4), 0.3412772975051935), ((2, 4), 0), ((3, 4), 0), ((2, 4), 0), ((3, 4), 0), ((3, 3), 0.584192365531562), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((4, 3), 0), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((4, 3), 0), ((3, 3), 0), ((2, 3), 0.28195259522619376), ((2, 3), 0), ((1, 3), 0.0), ((0, 3), 0), ((0, 3), 0), ((0, 2), 0), ((0, 1), 0), ((1, 1), 0), ((1, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 0), 0), ((0, 1), 0), ((0, 1), 0), ((1, 1), 0), ((1, 0), 0), ((2, 0), 0), ((2, 1), 0.0), ((2, 0), 0), ((2, 1), 0), ((2, 1), 0), ((2, 0), 0), ((2, 1), 0), ((2, 1), 0), ((1, 1), 0), ((1, 0), 0), ((2, 0), 0), ((3, 0), 0), ((3, 1), 0), ((3, 2), 0.20034232647577027)]",3.6597348583647022,"{0: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 1: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.04006846529515406, 4: 0.0717730532598275}, 2: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.1278995809090126}, 3: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.057668990559465935, 4: 0.12258332702727888}, 4: {0: 0.0, 1: 0.0, 2: 0.02121782388503339, 3: 0.0865982379114929, 4: 0.11413457250094114}}","{'up': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.0, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.0, (3, 3): 0.05639051904523876, (3, 4): 0.05706838968881846, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.0, (4, 3): 0.010957108206298527, (4, 4): 0.11413457250094114}, 'down': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.02121782388503339, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.0, (3, 3): 0.057668990559465935, (3, 4): 0.02308119586851585, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.0, (4, 3): 0.023726369095165477, (4, 4): 0.0}, 'left': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.0, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.0, (3, 3): 0.0, (3, 4): 0.0865982379114929, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.0, (4, 3): 0.0, (4, 4): 0.0}, 'right': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.0, (3, 0): 0.0, (3, 1): 0.04006846529515406, (3, 2): 0.0, (3, 3): 0.0, (3, 4): 0.0, (4, 0): 0.0, (4, 1): 0.0717730532598275, (4, 2): 0.1278995809090126, (4, 3): 0.12258332702727888, (4, 4): 0.0}}"
1,1,60,0.9689958095550537,"[(0, 0), (0, 0), (0, 1), (0, 1), (1, 1), (2, 1), (1, 1), (1, 0), (1, 0), (1, 1), (2, 1), (3, 1), (3, 2), (3, 2), (3, 2), (3, 2), (4, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (3, 4), (2, 4), (3, 4), (2, 4), (3, 4), (2, 4), (3, 4), (3, 4), (2, 4), (3, 4), (2, 4), (2, 4), (3, 4), (3, 3), (4, 3), (4, 3), (4, 4), (3, 4), (3, 3), (4, 3), (4, 4), (3, 4), (3, 3), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (3, 3), (3, 2), (4, 2), (4, 3), (4, 3), (4, 4), (3, 4), (3, 3), (2, 3)]","[0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, 0, 0, 0, 0.0, 0.4476691271293582, 0, 0, 0, 0.4300291773206442, 0, 0, 0.7510623853050787, 0.743551761452028, 0.7361162438375077, 0.4048639341106292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6331029254996122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27913306927393183]","[((0, 0), 0.0), ((0, 0), 0), ((0, 1), 0.0), ((0, 1), 0), ((1, 1), 0.0), ((2, 1), 0.0), ((1, 1), 0), ((1, 0), 0.0), ((1, 0), 0), ((1, 1), 0), ((2, 1), 0), ((3, 1), 0.0), ((3, 2), 0.4476691271293582), ((3, 2), 0), ((3, 2), 0), ((3, 2), 0), ((4, 2), 0.4300291773206442), ((3, 2), 0), ((4, 2), 0), ((4, 3), 0.7510623853050787), ((4, 4), 0.743551761452028), ((3, 4), 0.7361162438375077), ((2, 4), 0.4048639341106292), ((3, 4), 0), ((2, 4), 0), ((3, 4), 0), ((2, 4), 0), ((3, 4), 0), ((2, 4), 0), ((3, 4), 0), ((3, 4), 0), ((2, 4), 0), ((3, 4), 0), ((2, 4), 0), ((2, 4), 0), ((3, 4), 0), ((3, 3), 0.6331029254996122), ((4, 3), 0), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((3, 2), 0), ((4, 2), 0), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((3, 2), 0), ((4, 2), 0), ((4, 3), 0), ((4, 3), 0), ((4, 4), 0), ((3, 4), 0), ((3, 3), 0), ((2, 3), 0.27913306927393183)]",4.42552862392879,"{0: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 1: {0: 0.0, 1: 0.0, 2: 0.007613008406079271, 3: 0.1215885976619949, 4: 0.0717730532598275}, 2: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.16515027147416467, 4: 0.2628814461884438}, 3: {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.127725722143199, 4: 0.24033231728286084}, 4: {0: 0.0, 1: 0.0, 2: 0.07306822739992669, 3: 0.15339205769228093, 4: 0.2036551154279343}}","{'up': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.0, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.0, (3, 3): 0.10093902909097738, (3, 4): 0.08281203500362887, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.020958283608999834, (4, 3): 0.010957108206298527, (4, 4): 0.2036551154279343}, 'down': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.007613008406079271, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.07306822739992669, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.16515027147416467, (3, 3): 0.127725722143199, (3, 4): 0.02308119586851585, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.0, (4, 3): 0.1033125027218025, (4, 4): 0.0}, 'left': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.0, (3, 0): 0.0, (3, 1): 0.0, (3, 2): 0.0, (3, 3): 0.04417129217145942, (3, 4): 0.15339205769228093, (4, 0): 0.0, (4, 1): 0.0, (4, 2): 0.0, (4, 3): 0.0, (4, 4): 0.0}, 'right': {(0, 0): 0.0, (0, 1): 0.0, (0, 2): 0.0, (0, 3): 0.0, (0, 4): 0.0, (1, 0): 0.0, (1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (2, 0): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): 0.01344595852172647, (3, 0): 0.0, (3, 1): 0.1215885976619949, (3, 2): 0.0, (3, 3): 0.0, (3, 4): 0.01753054657917209, (4, 0): 0.0, (4, 1): 0.0717730532598275, (4, 2): 0.2628814461884438, (4, 3): 0.24033231728286084, (4, 4): 0.0}}"
